ID	gsl.6mSOh.blup	gsl.1moIM.blup	gsl.S2hBuen.blup	gsl.4mSOb.blup	gsl.1hIM.blup	gsl.8MTO.blup	gsl.new.1.blup	gsl.3boP.blup	gsl.Peen.blup	gsl.3mSOp.blup	gsl.4boP.blup	gsl.R2hBuen.blup	gsl.5boP.blup	gsl.PE.blup	gsl.iBu.blup	gsl.4moIM.blup	gsl.new.2.blup	gsl.XhBz.blup	gsl.7mSh.blup	gsl.IM.blup	gsl.5mSOp.blup	gsl.2hPeen.blup	gsl.7mSOh.blup	gsl.XhPE.blup	gsl.Buen.blup	gsl.8mSOo.blup	gsl.Pren.blup
1_13	-0.00635931182525196	-0.0308086147066891	-0.116754559183793	-0.420617429676876	-0.0676454457059199	-0.135639825493573	-0.584065033716491	-0.125408356553093	-0.239502007449824	-0.135232592308727	-0.0892335952711427	-0.113888583069887	-0.145895287610114	0.128488274690775	-0.186301543602426	-0.183318115046947	-0.691509635514603	-0.0544124115025948	-0.09600689222235	-0.131930992936455	-0.435739481750202	-0.0688967478692382	-0.0821469236104642	-0.0898933480726353	-0.224614615240119	-0.190814918304259	0.186198179641077
1_131	-0.161599151031777	-0.0115095127877381	-0.173327855726115	-0.598350835528357	-0.206728486295534	-0.219793677069571	-0.608082086262536	-0.016000236467463	-0.58254380934803	0.0649723421983108	-0.010051821070886	-0.166781475932333	0.0330176738601591	0.239800882643755	-0.292164491878854	-0.00407921444946442	-0.432673670047714	0.17545089694013	-0.184886338292669	-0.131025503152982	-0.542921415282744	-0.345925348913981	-0.165525441931494	-0.280688215326157	-0.275171226433671	-0.171858951725612	0.318196111240968
1_133	0.0260628713356179	-0.0878418341930482	-0.0034007019271844	-0.151907223570793	0.166591989729044	-0.0180490190550671	-0.41821156791492	0.0102155625430498	-0.130404016123168	-0.254512590001914	0.000406130731692352	-0.0139966347420077	-0.0184762197515695	0.293067722020392	-0.0114252068508739	0.0802300317300907	-0.242867128041148	0.102728122500206	0.029182794094617	0.131957684429007	-0.154803553783906	-0.0924506649607025	0.100945100133589	-0.0386770408957796	-0.0503398183817724	0.0143970087038554	-0.80337818542572
1_134	0.113697162780248	-0.0322865201055126	-0.00501407398938114	-0.0367290546991501	0.258284798233162	0.046793283118676	-0.456275546631876	0.0138298541724713	-0.0732466021271577	0.0978442347558958	0.0950103083194532	0.00631735040534772	0.0559768832533731	0.20590651098812	-0.0526467562954137	0.0386083151844473	-0.56286470428526	0.0248881844868694	0.0985481234697605	0.0923713750399204	-0.0844447785764249	-0.0297370643031128	0.015002793307188	-0.179726213109801	-0.0246211917209341	-0.000291630615663395	0.400747148218407
1_137	0.116715298557133	0.115064142314918	0.111674424126088	-0.00235482114486318	0.232998176387513	0.248174212986212	-0.557669345500085	0.120019981964719	0.10984565052214	-0.260765990692689	0.0606203363064411	0.102992852336987	0.0836740785164302	0.270208052276414	0.128849405263418	-0.0374969949830498	-0.254820085503191	0.0610896673127683	0.203539862793664	0.134955527697263	-0.11478326676438	0.033192630751813	0.150982485378377	-0.0159708419287923	0.0651047464894788	0.19852090197072	-0.720507257212044
1_138	0.247190682775106	-0.107786807840873	0.0243272300033931	-0.135959194324196	0.0560987009728348	0.159060609912353	0.188344338019682	0.14077709453675	0.1404229927685	-0.205299103864355	0.219019252354871	0.0147704282305902	0.161738550914767	-0.281463712235192	-0.00857933066293449	-0.021152221159391	0.205292591374096	-0.137988085327075	0.223183175775241	0.0735356221972847	0.129532529149963	0.209712158882472	0.238915716885835	0.0339709214009214	-0.0496798095832596	0.303555909911677	-0.704647912906404
1_14	-0.057968681541177	0.0354446123840535	-0.0334501158695195	-0.340167631283575	0.145982650959971	-0.0740628804427984	-0.633253642346927	0.00998432202906541	-0.132153008294949	0.0739947485471284	-0.0575268366655668	-0.0506369277203692	0.0107461341897666	0.217217410218775	-0.15074243919546	-0.0829995945093835	-0.739122478158375	0.186798273208239	0.0115196962177713	-0.0355778047397366	-0.285231242935521	0.0361423498682207	0.00708534028347201	-0.231122471786648	-0.151123667441617	-0.0786900274162025	0.281407138167077
1_141	-0.0980242844250332	-0.027168525042704	-0.0359491203939251	-0.311051295350227	0.13706241717479	0.114555661495728	-0.630231916962337	-0.0980195208938542	-0.37211244424006	0.240974575941225	0.0324475337880668	-0.0249073039539191	0.0255257742728136	0.291249478256115	-0.13776302466928	0.101648779252526	-0.574401002172369	0.229328619546866	0.00346784690535151	0.103226259487169	-0.262102167094538	-0.243740651437464	-0.117401207948552	-0.0688130508391872	-0.151376167315014	-0.0874417062203442	0.453741606103102
1_143	0.0308354110965608	-0.0355416428160798	0.105806533984824	0.15462237925073	0.0210910540913585	-0.0301741323267546	0.592297003773842	0.0305516561980939	0.239485293587455	-0.0657302966318007	0.0042970710562743	0.0871863332834828	-0.0716167921140603	-0.131189698296576	0.0941238082491245	-0.147361123038277	0.542906604943889	-0.0391550937882871	-0.100395013052987	0.0423703334581783	0.160046198468904	0.169148901371647	0.0142219820251022	-0.0592068855361556	0.146788621912783	0.0620399156834242	-0.0132550058835519
1_16	-0.082539015674907	-0.134393497738655	-0.0218290629755361	-0.280141471822513	0.0717989483023764	-0.176499522301323	-0.572877415230348	-0.116326414740575	-0.143948868979009	-0.0237634394355746	-0.00482930540913811	-0.0442253770330103	-0.0618578294328905	0.271085480140268	-0.0925303542850348	-0.13331092746072	-0.737360049824509	0.0845917535765617	-0.0813207071899499	-0.0379769542576338	-0.236431101165947	-0.050260311931338	0.00693203804756067	-0.077061455142489	-0.154263325461323	-0.0847685664827172	0.286310406341505
1_17	0.084179862824029	-0.222094504164491	0.0356744851766047	-0.0807545947965796	-0.138611891769343	0.00639680549928219	0.381174726780202	-0.00877882522328051	0.185339112138047	0.101332739678328	-0.0497000416704879	0.053901015121868	-0.044607883979101	-0.251117222312082	0.156079829039631	-0.0772718117713936	0.585045982823482	-0.260630761861454	-0.104706455463633	-0.0353568775049953	0.0778594040180295	0.0968135830794537	0.0354753468663629	-0.0918604992631849	0.129370401071309	0.0447458759513274	-0.0481918299307422
1_18	0.0531084160767676	-0.0338192120845724	0.0288780094622391	0.021391070347305	-0.197576072822353	-0.13556486447811	0.442073355153384	-0.106893474828014	0.127381846277276	0.0043314448934436	-0.0457541540096958	0.0225461206901017	-0.0500190918227	-0.205012598872752	0.0853448208612596	-0.101877286608429	0.533507379173772	-0.160593957882284	-0.113412963040074	0.0123857396327864	0.0831163162270087	0.142633851275601	-0.00203413954686604	-0.147832519266716	0.0918796983716951	0.0198167582096983	-0.088386414693588
1_19	0.00178634537793439	-0.0259964219957597	0.0816969873950362	0.0712258072455609	-0.0540575452200069	0.198304661155324	0.448878483093873	-0.0798492269110001	0.244152842582168	-0.134379299553883	-0.0283540243834338	0.0602591854726908	-0.0385031153854626	-0.255699503035786	0.191456295572417	-0.0156223912703553	0.418258875063418	-0.114553713952458	0.146206236073205	0.0644558262833564	0.0914234660481169	0.171172417952391	-0.00888424869932606	0.0769805409203846	0.160819710685289	0.0512564644714488	-0.0170823972457667
1_2	-0.02752173579285	-0.044969626083205	0.0505202499168998	0.0390923946160344	0.0134212161365456	-0.0571479458043547	0.280477329547086	0.0472937763206314	0.23754730873028	-0.0729644961673427	0.0265050830458675	0.0540142767296691	0.0358253959795636	-0.389321256824031	0.0953865179559174	-0.0729877804535045	0.500436582309144	-0.281037406061516	-0.0580519811402865	-0.00498512345576175	0.0368078515232377	0.110274306603171	-0.0587356699237981	-0.0354677366717036	0.139178592449628	0.0211578232496128	-0.05043644167563
1_23	0.119417507686997	-0.00651936481305001	0.10061376121886	0.0317549558066804	-0.0830905974634527	-0.0870127718011389	0.569413724535652	0.0450575944871643	0.216641192782034	-0.0893976078501147	0.043897418354128	0.107713675450045	0.0100536650122299	-0.198227940205912	0.0990200019263767	0.200172601553766	0.570191020405285	-0.282761203570778	0.0103209540805119	0.153127994460838	0.247130756777301	0.18620851961216	0.120501198067983	-0.0264474496543534	0.120474206399368	0.0423984540524247	-0.015088120103458
1_26	-0.0106140852247021	0.140398728537373	0.0728210521864366	-0.0617667997551829	0.0692213804739159	0.161002478574976	0.694440342165754	0.097680196112747	0.183224640204678	0.0132963228387911	0.0222662622319667	0.0593854775649392	0.115343939494342	-0.218708497920887	0.133446255739945	0.0951587920820793	0.501470576291542	-0.261923496083666	0.128165903920904	0.198121825165222	0.213902396279875	0.111607960134269	-0.0143320317379801	0.140213344702641	0.0828528826678994	0.0228127049405014	-0.0993743645243831
1_27	0.0591181132605992	0.0711425651487483	0.0859434853904691	-0.0775065253251227	0.198280348473286	-0.110349293563484	-0.64619618793384	0.0972274456443299	-0.0910046573516421	0.196577865068763	0.0902988078689874	0.081411752338975	0.0207686049761122	0.271078849903068	-0.00667312297733739	0.0493802736928391	-0.286060016399979	0.21737678714687	-0.0367355532363604	0.111337526801864	-0.111440887410948	0.0986416166012311	0.09258767961697	-0.0517113286364481	0.00200880936335583	0.0646926634408361	0.443783924701545
1_29	-0.0523275917722818	-0.00749414012428538	0.0934972121638204	0.311289739144385	0.196310924939966	-0.0151629027460069	0.542073078009154	-0.0611622434847198	-0.121368366519542	0.164474143312638	-0.0569399282723499	0.0801071619352177	0.0495629016314396	-0.319013785154033	0.0659533886198046	-0.0560591094725884	0.56295870698847	-0.0748670952616772	-0.0702281853920362	0.00382338482665096	-0.0196745629387735	-0.0827307504726963	-0.0504366898976572	0.295818371325338	0.0542276448027924	-0.069251410204828	0.0593449804305162
1_3	0.00948907557236158	-0.143565111779251	-0.00597453849166845	-0.0182056258611112	-0.27154491636114	0.0477355419872182	0.353261167150535	0.0151861626209695	0.154325343823212	-0.0781578169785151	-0.0251197271270398	-0.00578739741981707	-0.035585206738628	-0.227757885222273	0.0789676296159399	-0.137325284594568	0.491009399513658	-0.283449257778562	0.046884410801146	-0.0631974721315343	0.135098856318865	0.0194718302813089	-0.0351326198404989	-0.0733782685008399	0.0946984724321521	0.00667606065174521	-0.107032245716131
1_33	-0.222506709768226	-0.0973823175865245	-0.285652032142321	1.06222378899395	-0.326096226800276	0.0668684808767486	-0.462761992535753	-0.126120468590602	-0.766701696398254	0.239464304973446	-0.268187552160592	-0.291815180892955	-0.0703349309516323	0.101289891192882	-0.27391327659556	-0.206496497188555	-0.634695727960651	0.133699334317812	0.104043913304452	-0.168926239180107	-0.0363394723800221	-0.668044071995904	-0.189075295537202	0.759355812071782	-0.280047828864325	-0.0625547994930968	0.202133072850115
1_34	0.125297917176063	-0.210005289343638	-0.132604038502077	0.0125212579794151	0.103275361206972	0.0413032283771896	0.561550464980033	0.0832754726088568	0.193064405246429	-0.169624288947844	0.0644828877008463	-0.104032229707783	0.0467497061058331	-0.319642614357587	0.0521747039636683	0.0983895206052496	0.522552026771954	-0.188695309360399	0.0682055632486656	0.193073751400145	0.200412270485704	-0.0717303079872325	0.160843375548793	-0.232926251098734	0.0973623088942562	0.164203256104712	-0.212113288639766
1_37	0.0223473174118693	-0.0207849529825287	0.152967908097694	0.137674209003957	0.218674087689323	-0.0897350779486772	0.619610669806148	0.0583297370487963	0.0294704475474176	-0.0349228365714189	0.072302213438383	0.144699369089712	0.0788794106878139	-0.187695400880756	0.0654780365147933	0.0147898598048874	0.635284983595601	0.00628600009298538	-0.0543006374833589	0.0824312785418932	0.0569365545043506	0.0555245629710305	0.00528271935255902	0.233341378723171	0.107269312657698	0.0188786312646931	0.103146047091162
1_38	0.0224629011564144	-0.00116317059421938	0.144596071522253	0.287305881115279	0.287168685229161	0.084912585626885	0.685248961988717	-0.046296754673417	0.0340445796422143	0.00346153193072943	0.0683593545478675	0.141042357101216	0.0626010418890313	-0.224983593763172	0.124792179269891	0.0884428690345788	0.684350757696458	-0.160106748111079	0.114037660892502	0.0574012837987551	0.114902193354994	0.0746473313512939	-0.00408722278744114	0.175238852344935	0.124509063309992	0.00909574717675366	0.0840213522840152
1_39	0.117841663490681	-0.0509663010995839	-0.0966452019383316	-0.0372310844155153	-0.188025712576519	0.0568675150744322	0.252003430883394	-0.0470336228879712	0.0305975752935982	-0.190356281224833	-0.0254165216943772	-0.103277593950032	-0.0979551073153003	-0.49130102481543	-0.129102756414277	-0.0491628297485378	0.298739277701281	-0.160173150135276	0.0494012934283039	-0.231481402808854	0.0284020701422672	-0.0512283211932256	0.0621144019173084	-0.11192887933415	-0.0661684953394967	0.0799338200631783	-0.255398380524193
1_4	0.0234183886756256	0.0649194692730445	-0.0195996264493877	-0.306009799672977	0.0514171598204835	-0.0776162058398277	-0.706770752899481	-0.0532804043848182	-0.0696353634059794	-0.028766244473789	-0.056106875095167	-0.0164941032028592	-0.0181061871333442	0.244310122731708	-0.131660452830538	-0.0354905892329518	-0.884967295177675	0.131214956684562	0.00399838685343406	-0.012991196416001	-0.164908811586057	-0.0204258893015137	0.0364402047202492	-0.146857928411672	-0.138788928894066	-0.05699881582947	0.290913116766794
1_41	-0.0642761378517429	0.0495199150787066	-0.176508989642781	-0.186490452118909	0.0730398669544564	0.150692012498571	0.0595525373305989	0.00297521864231513	-0.303963714599067	-0.133633601386299	-0.0667751152859752	-0.183172582638938	0.010937140913969	-0.317391911493851	-0.0437722582201386	0.0448768970145219	0.282121385609277	-0.380638193453611	0.105569503785519	0.0517302685743226	-0.233664406477002	-0.337142617086827	-0.0175460943324043	-0.017403306341943	-0.103277606885757	0.10602591904043	-0.0990470872037194
1_43	-0.00875044901137289	0.122574683847229	0.105520613248886	0.24439408612115	-0.101776827771621	-0.0810055908490791	0.648341260430969	-0.0772638302382455	0.032968273667345	0.0457313042363555	-0.0115422572670941	0.132949923508706	0.0534864398065839	0.0353138969613744	0.0783478523214444	-0.0971831981083747	0.693046068288067	-0.0751615707107066	-0.161483228515454	0.0435650457170091	0.0817539506387206	-0.0160015002731025	-0.0392864019375881	0.015663741869547	0.11177304488782	-0.0169773457898767	0.0496188583446265
1_47	0.0134809547956303	0.0810731786728521	0.0260413107119306	0.215178765382055	-0.155340903943555	-0.00955884584145084	0.448199371970854	0.0580780852770426	0.0783507689961542	0.0033806615712293	0.0263427759897817	0.0294705912036237	0.108985164047312	-0.391906685866019	0.0442430628819841	-0.0658574469635153	0.587458287953936	-0.23948741072474	-0.0145951550171477	-0.0619828923486001	0.102893854666609	0.0417998372159748	0.0259861281303118	0.163387919056989	0.105423974290187	0.116402939329026	-0.0793274695124508
1_6	-0.129319254010099	0.0358324586733822	-0.0833021204630482	-0.50315731224425	-0.13463809649884	-0.188200470424412	-0.631819592589499	-0.0915359412411275	-0.155737094064423	-0.143086043316861	-0.0906450780069718	-0.0761023895750923	-0.054518539436427	0.180349975068825	-0.201594268523183	-0.0969314453276999	-0.584786224226426	0.228623584482376	-0.105625064848977	-0.0749249637593364	-0.317761757452696	-0.0375407564180565	-0.064196089967626	0.0105103409927117	-0.186256709399142	-0.127305123229065	0.201643964801582
1_60	-0.0370356360591015	-0.145606291487756	-0.124137095313725	-0.0288850993786194	0.0520469234799364	-0.199185575459045	0.27030962915787	-0.107180508916137	-0.0854953412239486	-0.000193413747694536	-0.0353675205221908	-0.142818943008535	0.0408644455097358	-0.322022446288383	-0.107129935080421	-0.0981944094585733	0.267006641632309	-0.327578996085333	-0.229010906250781	-0.0937555214186605	-0.0729338089481892	-0.161646451666968	-0.145950188907422	-0.115723865570085	-0.12195689507673	-0.093491878073632	-0.308811797377042
1_61	-0.0667936603276989	-0.0675378632810874	-0.116544383909117	-0.350092496582037	0.143798242026694	0.14955107681038	-0.584405928232102	-0.0633081751939123	-0.48776068202342	0.0778265872278846	-0.158160635310398	-0.122801960532055	0.0305708027618002	0.297574607661988	-0.284461958470059	-0.0114585649484794	-0.764464423480675	0.351930170310797	-0.0147659460509274	-0.0228398445984315	-0.520881107333729	-0.345843393462776	-0.114826966007658	-0.208115517676679	-0.296116308281193	0.0389193181351822	0.369541949149381
1_62	0.0135306525080941	0.183948776136886	0.0322377817334549	0.323403372734922	0.0758395649963353	0.196565399052423	0.302627667356743	-0.0200625102339649	0.0559084380124669	0.111482451637423	-0.109171132892082	0.0423943737294139	-0.0409121973653045	-0.347621628930078	0.0268729190059211	0.0629404653310722	0.38213237183187	-0.235990505198231	0.101844394614959	-0.0386249645926237	0.240404059514889	0.101799827226345	0.00430685559709068	0.161162058621916	0.021984381553206	-0.00368434407900689	-0.175563595221055
